#      x         y         z      atomnum  distance    energy 
     -0.03      0.04     22.11     22.00     51.57     -5.94 
     -0.02      0.05     24.16     23.00     53.56     -5.43 
     -0.02      0.06     26.13     24.00     55.58     -4.51 
     -0.02      0.08     28.12     25.00     57.65     -4.21 
     -0.03      0.09     30.18     26.00     59.62     -3.80 
     -0.05      0.06     32.10     27.00     61.53     -2.53 
     -0.07      0.08     33.99     28.00     63.42     -2.57 
     -0.09      0.08     35.85     29.00     65.29     -2.67 
     -0.11      0.07     37.69     30.00     67.17     -3.27 
     -0.10      0.08     39.56     31.00     69.14     -4.63 
     -0.09      0.06     41.49     32.00     71.20     -6.66 
     -0.08      0.07     43.53     33.00     73.36     -8.97 
     -0.07      0.05     45.65     34.00     75.54    -10.90 
     -0.07      0.04     47.82     35.00     77.83    -12.38 
      0.00      0.00     50.00     36.00     77.83    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.20     -0.24    -18.15      2.00      2.87     -4.89 
      0.27      0.21    -16.20      3.00      6.25     -5.02 
     -0.66     -0.44    -14.39      4.00      9.09     -6.10 
     -1.05     -0.75    -12.26      5.00     11.91     -6.49 
     -0.67     -1.03    -10.09      6.00     15.33     -8.20 
      0.35     -0.61     -8.09      7.00     18.34     -9.40 
      0.60      0.02     -5.98      8.00     21.52     -9.52 
     -0.39      0.03     -3.79      9.00     24.30    -10.80 
     -0.37     -0.59     -1.65     10.00     26.89     -8.15 
      0.01     -0.21      0.19     11.00     28.93     -7.66 
     -0.08     -0.00      1.93     12.00     30.97     -7.20 
     -0.15     -0.12      3.77     13.00     33.24     -8.51 
     -0.08     -0.01      5.87     14.00     35.46    -10.22 
     -0.07      0.04      8.02     15.00     37.58     -9.97 
     -0.03      0.01     10.07     16.00     39.77     -9.58 
     -0.01     -0.02     12.20     17.00     41.83     -9.53 
      0.00      0.00     14.22     18.00     43.84     -8.17 
     -0.01      0.05     16.17     19.00     45.88     -7.33 
     -0.03      0.05     18.18     20.00     47.84     -7.02 
     -0.01      0.03     20.12     21.00     49.86     -5.89 
     -0.03      0.04     22.12     22.00     51.93     -5.93 
     -0.02      0.05     24.16     23.00     53.93     -5.43 
     -0.02      0.06     26.14     24.00     55.94     -4.51 
     -0.02      0.08     28.13     25.00     58.02     -4.21 
     -0.03      0.09     30.19     26.00     59.98     -3.80 
     -0.05      0.07     32.10     27.00     61.89     -2.53 
     -0.07      0.08     33.98     28.00     63.78     -2.57 
     -0.09      0.08     35.84     29.00     65.64     -2.67 
     -0.11      0.07     37.68     30.00     67.52     -3.27 
     -0.11      0.08     39.54     31.00     69.50     -4.62 
     -0.09      0.06     41.48     32.00     71.55     -6.64 
     -0.09      0.08     43.51     33.00     73.71     -8.95 
     -0.07      0.05     45.64     34.00     75.90    -10.89 
     -0.07      0.04     47.81     35.00     78.20    -12.38 
      0.00      0.00     50.00     36.00     78.20    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.20     -0.25    -18.16      2.00      2.92     -4.88 
      0.28      0.21    -16.19      3.00      6.34     -5.09 
     -0.69     -0.45    -14.40      4.00      9.20     -6.04 
     -1.08     -0.78    -12.26      5.00     12.04     -6.39 
     -0.69     -1.06    -10.09      6.00     15.51     -8.12 
      0.36     -0.63     -8.10      7.00     18.56     -9.33 
      0.63      0.02     -5.97      8.00     21.78     -9.46 
     -0.40      0.03     -3.79      9.00     24.58    -10.78 
     -0.39     -0.61     -1.65     10.00     27.21     -8.11 
      0.01     -0.22      0.19     11.00     29.26     -7.65 
     -0.08     -0.00      1.93     12.00     31.30     -7.20 
     -0.15     -0.13      3.77     13.00     33.58     -8.50 
     -0.08     -0.01      5.86     14.00     35.80    -10.21 
     -0.07      0.04      8.01     15.00     37.93     -9.97 
     -0.04      0.01     10.07     16.00     40.12     -9.58 
     -0.01     -0.02     12.20     17.00     42.18     -9.53 
      0.00      0.00     14.22     18.00     44.19     -8.17 
     -0.01      0.05     16.17     19.00     46.23     -7.33 
     -0.03      0.05     18.19     20.00     48.20     -7.02 
     -0.01      0.03     20.12     21.00     50.22     -5.90 
     -0.03      0.04     22.12     22.00     52.29     -5.93 
     -0.02      0.05     24.16     23.00     54.28     -5.43 
     -0.02      0.07     26.14     24.00     56.30     -4.51 
     -0.02      0.08     28.13     25.00     58.37     -4.21 
     -0.03      0.09     30.19     26.00     60.34     -3.80 
     -0.05      0.07     32.11     27.00     62.25     -2.53 
     -0.07      0.08     33.98     28.00     64.13     -2.57 
     -0.10      0.08     35.84     29.00     65.99     -2.67 
     -0.11      0.07     37.68     30.00     67.87     -3.27 
     -0.11      0.09     39.53     31.00     69.84     -4.61 
     -0.09      0.06     41.46     32.00     71.90     -6.63 
     -0.09      0.08     43.50     33.00     74.06     -8.94 
     -0.08      0.06     45.63     34.00     76.26    -10.89 
     -0.07      0.05     47.81     35.00     78.57    -12.38 
      0.00      0.00     50.00     36.00     78.57    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.21     -0.26    -18.17      2.00      2.97     -4.87 
      0.29      0.22    -16.18      3.00      6.43     -5.15 
     -0.71     -0.46    -14.41      4.00      9.31     -5.99 
     -1.11     -0.80    -12.27      5.00     12.18     -6.30 
     -0.71     -1.09    -10.09      6.00     15.69     -8.03 
      0.38     -0.65     -8.10      7.00     18.78     -9.26 
      0.66      0.03     -5.97      8.00     22.04     -9.39 
     -0.42      0.03     -3.79      9.00     24.86    -10.75 
     -0.40     -0.63     -1.65     10.00     27.52     -8.08 
      0.01     -0.23      0.19     11.00     29.59     -7.64 
     -0.08     -0.00      1.93     12.00     31.63     -7.20 
     -0.16     -0.13      3.77     13.00     33.91     -8.50 
     -0.09     -0.01      5.86     14.00     36.14    -10.21 
     -0.07      0.05      8.01     15.00     38.27     -9.97 
     -0.04      0.01     10.08     16.00     40.47     -9.58 
     -0.01     -0.03     12.21     17.00     42.53     -9.53 
      0.00      0.01     14.23     18.00     44.54     -8.17 
     -0.01      0.05     16.18     19.00     46.58     -7.33 
     -0.03      0.05     18.19     20.00     48.55     -7.02 
     -0.01      0.04     20.13     21.00     50.57     -5.90 
     -0.04      0.04     22.12     22.00     52.64     -5.93 
     -0.02      0.05     24.17     23.00     54.63     -5.42 
     -0.02      0.07     26.14     24.00     56.65     -4.51 
     -0.02      0.09     28.14     25.00     58.72     -4.21 
     -0.03      0.09     30.19     26.00     60.69     -3.79 
     -0.06      0.07     32.11     27.00     62.60     -2.53 
     -0.07      0.09     33.98     28.00     64.48     -2.57 
     -0.10      0.08     35.83     29.00     66.34     -2.67 
     -0.12      0.08     37.67     30.00     68.21     -3.26 
     -0.11      0.09     39.52     31.00     70.18     -4.61 
     -0.10      0.06     41.45     32.00     72.24     -6.61 
     -0.09      0.08     43.49     33.00     74.41     -8.92 
     -0.08      0.06     45.62     34.00     76.61    -10.88 
     -0.07      0.05     47.80     35.00     78.93    -12.38 
      0.00      0.00     50.00     36.00     78.93    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.22     -0.26    -18.17      2.00      3.02     -4.87 
      0.30      0.23    -16.17      3.00      6.52     -5.13 
     -0.73     -0.48    -14.42      4.00      9.41     -5.94 
     -1.15     -0.82    -12.28      5.00     12.31     -6.20 
     -0.73     -1.12    -10.09      6.00     15.87     -7.96 
      0.39     -0.67     -8.10      7.00     19.00     -9.18 
      0.68      0.03     -5.96      8.00     22.29     -9.33 
     -0.43      0.03     -3.79      9.00     25.14    -10.73 
     -0.42     -0.66     -1.65     10.00     27.82     -8.04 
      0.01     -0.24      0.19     11.00     29.91     -7.63 
     -0.09     -0.00      1.93     12.00     31.95     -7.20 
     -0.16     -0.14      3.77     13.00     34.24     -8.49 
     -0.09     -0.01      5.85     14.00     36.47    -10.21 
     -0.07      0.05      8.01     15.00     38.61     -9.97 
     -0.04      0.01     10.08     16.00     40.81     -9.58 
     -0.01     -0.03     12.21     17.00     42.87     -9.53 
      0.01      0.01     14.23     18.00     44.89     -8.16 
     -0.01      0.05     16.19     19.00     46.92     -7.33 
     -0.03      0.05     18.19     20.00     48.89     -7.02 
     -0.02      0.04     20.13     21.00     50.92     -5.90 
     -0.04      0.04     22.13     22.00     52.98     -5.93 
     -0.02      0.05     24.17     23.00     54.98     -5.42 
     -0.02      0.07     26.15     24.00     57.00     -4.51 
     -0.02      0.09     28.14     25.00     59.07     -4.21 
     -0.03      0.10     30.19     26.00     61.03     -3.79 
     -0.06      0.07     32.11     27.00     62.94     -2.53 
     -0.07      0.09     33.98     28.00     64.82     -2.57 
     -0.10      0.09     35.83     29.00     66.68     -2.66 
     -0.12      0.08     37.66     30.00     68.55     -3.26 
     -0.12      0.09     39.51     31.00     70.52     -4.60 
     -0.10      0.06     41.44     32.00     72.58     -6.60 
     -0.09      0.08     43.47     33.00     74.75     -8.91 
     -0.08      0.06     45.61     34.00     76.95    -10.87 
     -0.07      0.05     47.80     35.00     79.28    -12.38 
      0.00      0.00     50.00     36.00     79.28    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.22     -0.27    -18.18      2.00      3.07     -4.86 
      0.31      0.24    -16.16      3.00      6.60     -5.12 
     -0.76     -0.49    -14.43      4.00      9.52     -5.88 
     -1.18     -0.84    -12.28      5.00     12.44     -6.15 
     -0.75     -1.14    -10.10      6.00     16.04     -7.90 
      0.41     -0.69     -8.11      7.00     19.22     -9.11 
      0.71      0.03     -5.95      8.00     22.54     -9.27 
     -0.45      0.04     -3.79      9.00     25.41    -10.71 
     -0.43     -0.68     -1.65     10.00     28.12     -8.01 
      0.02     -0.25      0.19     11.00     30.22     -7.63 
     -0.09     -0.00      1.93     12.00     32.27     -7.20 
     -0.17     -0.14      3.77     13.00     34.56     -8.49 
     -0.09     -0.01      5.85     14.00     36.80    -10.21 
     -0.07      0.05      8.01     15.00     38.94     -9.97 
     -0.04      0.01     10.08     16.00     41.14     -9.58 
     -0.01     -0.03     12.22     17.00     43.21     -9.52 
      0.01      0.01     14.23     18.00     45.23     -8.16 
     -0.01      0.05     16.19     19.00     47.26     -7.33 
     -0.03      0.05     18.20     20.00     49.23     -7.01 
     -0.02      0.04     20.14     21.00     51.26     -5.90 
     -0.04      0.04     22.13     22.00     53.32     -5.93 
     -0.02      0.05     24.17     23.00     55.32     -5.42 
     -0.02      0.07     26.15     24.00     57.34     -4.51 
     -0.02      0.09     28.15     25.00     59.41     -4.21 
     -0.03      0.10     30.20     26.00     61.38     -3.79 
     -0.06      0.07     32.11     27.00     63.28     -2.53 
     -0.07      0.09     33.98     28.00     65.16     -2.57 
     -0.10      0.09     35.83     29.00     67.01     -2.66 
     -0.12      0.08     37.65     30.00     68.88     -3.26 
     -0.12      0.09     39.50     31.00     70.85     -4.59 
     -0.10      0.06     41.43     32.00     72.91     -6.58 
     -0.10      0.08     43.46     33.00     75.08     -8.89 
     -0.08      0.06     45.60     34.00     77.30    -10.86 
     -0.08      0.05     47.79     35.00     79.63    -12.38 
      0.00      0.00     50.00     36.00     79.63    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.23     -0.28    -18.18      2.00      3.12     -4.86 
      0.32      0.25    -16.15      3.00      6.69     -5.10 
     -0.78     -0.50    -14.43      4.00      9.62     -5.83 
     -1.21     -0.86    -12.29      5.00     12.57     -6.10 
     -0.77     -1.17    -10.10      6.00     16.21     -7.84 
      0.42     -0.71     -8.11      7.00     19.43     -9.03 
      0.73      0.03     -5.94      8.00     22.78     -9.20 
     -0.46      0.04     -3.79      9.00     25.67    -10.68 
     -0.45     -0.70     -1.65     10.00     28.42     -7.98 
      0.02     -0.26      0.19     11.00     30.53     -7.62 
     -0.09     -0.00      1.94     12.00     32.59     -7.20 
     -0.17     -0.15      3.77     13.00     34.88     -8.48 
     -0.09     -0.01      5.85     14.00     37.12    -10.21 
     -0.07      0.05      8.01     15.00     39.27     -9.97 
     -0.04      0.01     10.09     16.00     41.48     -9.58 
     -0.01     -0.03     12.22     17.00     43.54     -9.52 
      0.01      0.01     14.24     18.00     45.56     -8.16 
     -0.01      0.06     16.20     19.00     47.59     -7.33 
     -0.03      0.05     18.20     20.00     49.57     -7.01 
     -0.02      0.04     20.14     21.00     51.59     -5.90 
     -0.04      0.04     22.14     22.00     53.66     -5.93 
     -0.03      0.06     24.17     23.00     55.66     -5.42 
     -0.02      0.07     26.15     24.00     57.68     -4.51 
     -0.02      0.09     28.15     25.00     59.75     -4.21 
     -0.03      0.10     30.20     26.00     61.71     -3.79 
     -0.06      0.08     32.11     27.00     63.62     -2.53 
     -0.08      0.09     33.98     28.00     65.49     -2.57 
     -0.11      0.09     35.82     29.00     67.34     -2.66 
     -0.13      0.08     37.65     30.00     69.21     -3.25 
     -0.12      0.10     39.49     31.00     71.18     -4.58 
     -0.10      0.07     41.42     32.00     73.24     -6.57 
     -0.10      0.09     43.45     33.00     75.42     -8.88 
     -0.08      0.06     45.59     34.00     77.63    -10.85 
     -0.08      0.05     47.79     35.00     79.97    -12.38 
      0.00      0.00     50.00     36.00     79.97    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.24     -0.29    -18.19      2.00      3.17     -4.85 
      0.34      0.26    -16.14      3.00      6.77     -5.09 
     -0.81     -0.51    -14.44      4.00      9.72     -5.78 
     -1.24     -0.88    -12.29      5.00     12.69     -6.06 
     -0.79     -1.20    -10.10      6.00     16.37     -7.79 
      0.44     -0.73     -8.11      7.00     19.63     -8.96 
      0.76      0.03     -5.93      8.00     23.02     -9.14 
     -0.48      0.04     -3.79      9.00     25.93    -10.66 
     -0.47     -0.72     -1.65     10.00     28.71     -7.95 
      0.02     -0.27      0.19     11.00     30.84     -7.61 
     -0.09     -0.00      1.94     12.00     32.90     -7.20 
     -0.18     -0.15      3.77     13.00     35.19     -8.48 
     -0.10     -0.02      5.85     14.00     37.44    -10.21 
     -0.08      0.05      8.01     15.00     39.59     -9.98 
     -0.04      0.01     10.09     16.00     41.80     -9.58 
     -0.01     -0.03     12.22     17.00     43.87     -9.52 
      0.01      0.01     14.24     18.00     45.89     -8.16 
     -0.01      0.06     16.20     19.00     47.92     -7.33 
     -0.04      0.06     18.20     20.00     49.90     -7.01 
     -0.02      0.04     20.14     21.00     51.92     -5.90 
     -0.04      0.04     22.14     22.00     53.99     -5.93 
     -0.03      0.06     24.18     23.00     55.99     -5.42 
     -0.02      0.07     26.16     24.00     58.01     -4.51 
     -0.02      0.09     28.16     25.00     60.08     -4.21 
     -0.03      0.10     30.20     26.00     62.05     -3.78 
     -0.06      0.08     32.11     27.00     63.95     -2.53 
     -0.08      0.10     33.98     28.00     65.82     -2.57 
     -0.11      0.09     35.82     29.00     67.67     -2.66 
     -0.13      0.08     37.64     30.00     69.53     -3.25 
     -0.12      0.10     39.48     31.00     71.50     -4.57 
     -0.11      0.07     41.40     32.00     73.56     -6.56 
     -0.10      0.09     43.44     33.00     75.74     -8.86 
     -0.09      0.06     45.58     34.00     77.96    -10.84 
     -0.08      0.05     47.78     35.00     80.31    -12.37 
      0.00      0.00     50.00     36.00     80.31    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.24     -0.29    -18.19      2.00      3.22     -4.85 
      0.35      0.27    -16.13      3.00      6.86     -5.08 
     -0.83     -0.52    -14.45      4.00      9.82     -5.72 
     -1.27     -0.89    -12.30      5.00     12.81     -6.02 
     -0.81     -1.23    -10.10      6.00     16.54     -7.74 
      0.45     -0.75     -8.11      7.00     19.84     -8.89 
      0.78      0.03     -5.92      8.00     23.26     -9.07 
     -0.49      0.05     -3.79      9.00     26.19    -10.64 
     -0.48     -0.74     -1.66     10.00     28.99     -7.92 
      0.02     -0.28      0.19     11.00     31.14     -7.60 
     -0.09     -0.00      1.94     12.00     33.21     -7.20 
     -0.18     -0.15      3.77     13.00     35.50     -8.48 
     -0.10     -0.02      5.84     14.00     37.75    -10.20 
     -0.08      0.05      8.01     15.00     39.91     -9.98 
     -0.04      0.01     10.09     16.00     42.13     -9.58 
     -0.01     -0.03     12.23     17.00     44.19     -9.51 
      0.01      0.01     14.25     18.00     46.22     -8.15 
     -0.01      0.06     16.21     19.00     48.25     -7.33 
     -0.04      0.06     18.21     20.00     50.23     -7.00 
     -0.02      0.04     20.15     21.00     52.25     -5.90 
     -0.04      0.04     22.14     22.00     54.31     -5.93 
     -0.03      0.06     24.18     23.00     56.32     -5.41 
     -0.02      0.07     26.16     24.00     58.34     -4.51 
     -0.02      0.10     28.16     25.00     60.41     -4.21 
     -0.03      0.11     30.20     26.00     62.37     -3.78 
     -0.06      0.08     32.12     27.00     64.27     -2.53 
     -0.08      0.10     33.98     28.00     66.14     -2.57 
     -0.11      0.09     35.81     29.00     67.99     -2.66 
     -0.13      0.09     37.63     30.00     69.85     -3.25 
     -0.13      0.10     39.47     31.00     71.82     -4.57 
     -0.11      0.07     41.39     32.00     73.88     -6.55 
     -0.10      0.09     43.43     33.00     76.07     -8.85 
     -0.09      0.06     45.57     34.00     78.29    -10.84 
     -0.08      0.05     47.78     35.00     80.64    -12.37 
      0.00      0.00     50.00     36.00     80.64    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.25     -0.30    -18.20      2.00      3.26     -4.84 
      0.36      0.27    -16.11      3.00      6.94     -5.07 
     -0.85     -0.53    -14.45      4.00      9.92     -5.67 
     -1.30     -0.91    -12.30      5.00     12.94     -5.97 
     -0.83     -1.25    -10.10      6.00     16.70     -7.68 
      0.47     -0.77     -8.11      7.00     20.04     -8.81 
      0.81      0.03     -5.91      8.00     23.49     -9.01 
     -0.51      0.05     -3.79      9.00     26.45    -10.62 
     -0.50     -0.76     -1.66     10.00     29.27     -7.90 
      0.02     -0.29      0.19     11.00     31.44     -7.60 
     -0.10      0.00      1.94     12.00     33.51     -7.20 
     -0.19     -0.16      3.77     13.00     35.81     -8.47 
     -0.10     -0.02      5.84     14.00     38.07    -10.20 
     -0.08      0.05      8.00     15.00     40.23     -9.98 
     -0.04      0.01     10.09     16.00     42.44     -9.58 
     -0.01     -0.03     12.23     17.00     44.51     -9.51 
      0.01      0.01     14.25     18.00     46.54     -8.15 
     -0.01      0.06     16.21     19.00     48.57     -7.33 
     -0.04      0.06     18.21     20.00     50.55     -7.00 
     -0.02      0.04     20.15     21.00     52.57     -5.90 
     -0.04      0.05     22.15     22.00     54.64     -5.93 
     -0.03      0.06     24.18     23.00     56.64     -5.41 
     -0.02      0.08     26.17     24.00     58.67     -4.51 
     -0.02      0.10     28.17     25.00     60.73     -4.21 
     -0.04      0.11     30.21     26.00     62.70     -3.78 
     -0.06      0.08     32.12     27.00     64.60     -2.53 
     -0.08      0.10     33.98     28.00     66.46     -2.57 
     -0.11      0.10     35.81     29.00     68.31     -2.65 
     -0.13      0.09     37.62     30.00     70.17     -3.24 
     -0.13      0.10     39.47     31.00     72.14     -4.56 
     -0.11      0.07     41.38     32.00     74.20     -6.53 
     -0.10      0.09     43.42     33.00     76.38     -8.84 
     -0.09      0.07     45.57     34.00     78.61    -10.83 
     -0.08      0.05     47.77     35.00     80.98    -12.37 
      0.00      0.00     50.00     36.00     80.98    -12.82 
&
